Title,year,pop_under_npl,rate,gini,comparability,source,link,upi,last_submit
MUS,2004,,,,Yes,,,,
MUS,2005,,,,Yes,,,,
MUS,2006,,,,Yes,,,,
MUS,2007,,,,Yes,,,,
MUS,2008,,,,Yes,,,,
MUS,2009,,,,Yes,,,,
MUS,2010,,,,,,,,
MUS,2011,,,,Yes,,,,
MUS,2012,99215,7.9,,Yes,HBS,,,
MUS,2013,,,,Yes,,,,
MUS,2014,,,,Yes,,,,
MUS,2015,,,,Yes,,,,
MUS,2016,,,,,,,,
MUS,2017,130255,10.3,,Yes,"HBS, income based relative (50% of median income) poverty line in per adult equivalent terms",,,
MUS,2018,,,,,,,,
MUS,2019,,,,,,,,
MUS,2020,,,,,,,,
MUS,2021,,,,,,,,
MUS,2022,,,,,,,,
MUS,2023,,,,,,,,
MUS,2024,,,,,,,,
MWI,2000,,,,,,,,
MWI,2001,,,,,,,,
MWI,2002,,,,,,,,
MWI,2003,,,,,,,,
MWI,2004,6642244,52.4,39.87346,Yes,Poverty Assessment,,,
MWI,2005,,,,,,,,
MWI,2006,,,,,,,,
MWI,2007,,,,,,,,
MWI,2008,,,,,,,,
MWI,2009,,,,,,,,
MWI,2010,7689717,50.7,45.47597,Yes,Poverty Assessment,,,
MWI,2011,,,,,,,,
MWI,2012,,,,,,,,
MWI,2013,,,,,,,,
MWI,2014,,,,,,,,
MWI,2015,,,,,,,,
MWI,2016,9317161,51.5,42.26,Yes,"New household survey (IHS4), Malawi NSO.",,,
MWI,2017,,,,,,,,
MWI,2018,,,,,,,,
MWI,2019,,50.74,37.89,Yes,Poverty Assessment,,,
MWI,2020,,,,,,,,
MWI,2021,,,,,,,,
MWI,2022,,,,,,,,
MWI,2023,,,,,,,,
MWI,2024,,,,,,,,
MYS,2000,,,,,,,,
MYS,2001,,,,,,,,
MYS,2002,1234139,5.1,,Yes,Department of Statistics Malaysia,,,
MYS,2003,,,,,,,,
MYS,2004,1434924,5.7,,Yes,Department of Statistics Malaysia,,,
MYS,2005,,,,,,,,
MYS,2006,,,,,,,,
MYS,2007,958530,3.6,,Yes,Department of Statistics Malaysia,,,
MYS,2008,,,,,,,,
MYS,2009,1049005,3.8,45.48,Yes,Department of Statistics Malaysia,,Danielle Victoria Aron,3/26/2025 14:28
MYS,2010,,,,,,,,
MYS,2011,,,,,,,,
MYS,2012,501670,1.7,43.944,Yes,Department of Statistics Malaysia,,,
MYS,2013,,,,,,,,
MYS,2014,184251,0.6,41.349,Yes,Department of Statistics Malaysia,,,
MYS,2015,,,,,,,,
MYS,2016,2404146,7.6,41.037,No,Department of Statistics Malaysia,,,
MYS,2017,,,,,,,,
MYS,2018,,,,,,,,
MYS,2019,1821288,5.6,40.7,Yes,Department of Statistics Malaysia,,,
MYS,2020,2725582,8.4,41.1,No,Department of Statistics Malaysia,,,
MYS,2021,,,,,,,,
MYS,2022,2027282,6.2,40.4,Yes,Department of Statistics Malaysia,,,
MYS,2023,,,,,,,,
MYS,2024,,,,,,,,
NAM,2000,,,,,,,,
NAM,2001,,,,,,,,
NAM,2002,,,,,,,,
NAM,2003,748924,37.7,63.31876,Yes,,,,
NAM,2004,,,,,,,,
NAM,2005,,,,,,,,
NAM,2006,,,,,,,,
NAM,2007,,,,,,,,
NAM,2008,,,,,,,,
NAM,2009,487900,28.7,60.96518,Yes,Namibia Statistics Agency,,,
NAM,2010,,,,,,,,
NAM,2011,,,,,,,,
NAM,2012,,,,,,,,
NAM,2013,,,,,,,,
NAM,2014,,,,,,,,
NAM,2015,422048,17.4,59.06661,Yes,"NHIES 2015/2016 survey report, Namibia Statistics Agency",,,
NAM,2016,,,,,,,,
NAM,2017,,,,,,,,
NAM,2018,,,,,,,,
NAM,2019,,,,,,,,
NAM,2020,,,,,,,,
NAM,2021,,,,,,,,
NAM,2022,,,,,,,,
NAM,2023,,,,,,,,
NAM,2024,,,,,,,,
NER,2000,,,,,,,,
NER,2001,,,,,,,,
NER,2002,,,,,,,,
NER,2003,,,,,,,,
NER,2004,,,,,,,,
NER,2005,,,,,,,,
NER,2006,,,,,,,,
NER,2007,,,,,,,,
NER,2008,,,,,,,,
NER,2009,,,,,,,,
NER,2010,,,,,,,,
NER,2011,8344607,48.9,,Yes,WDI,,,
NER,2012,,,,,,,,
NER,2013,,,,,,,,
NER,2014,8520957,44.5,,Yes,WDI,,,
NER,2015,,,,,,,,
NER,2016,,,,,,,,
NER,2017,,,,,,,,
NER,2018,8932835,40.8,35,No,NSO,,Yele Maweki Batana,9/20/2024 13:41
NER,2019,,,,,,,,
NER,2020,,,,,,,,
NER,2021,9933071,41.2,30,Yes,NSO,,Yele Maweki Batana,9/20/2024 13:42
NER,2022,,,,,,,,
NER,2023,,,,,,,,
NER,2024,,,,,,,,
NGA,2000,,,,,,,,
NGA,2001,,,,,,,,
NGA,2002,,,,,,,,
NGA,2003,63874704,48.4,40.06358,Yes,WDI,,,
NGA,2004,,,,,,,,
NGA,2005,,,,,,,,
NGA,2006,,,,,,,,
NGA,2007,,,,,,,,
NGA,2008,,,,,,,,
NGA,2009,,,,,,,,
NGA,2010,,,,,,,,
NGA,2011,,,,,,,,
NGA,2012,,,,,,,,
NGA,2013,,,,,,,,
NGA,2014,,,,,,,,
NGA,2015,,,,,,,,
NGA,2016,,,,,,,,
NGA,2017,,,,,,,,
NGA,2018,82912448,40.09,35.1,No,NBS,,Sering Touray,3/25/2025 21:31
NGA,2019,,,,,,,,
NGA,2020,,,,,,,,
NGA,2021,,,,,,,,
NGA,2022,,,,,,,,
NGA,2023,,,,,,,,
NGA,2024,,,,,,,,
NIC,2000,,,,,,,,
NIC,2001,2336144,45.8,52.87751,Yes,"INIDE / EMNV 2001, 2005, 2009, 2014, and 2016",,,
NIC,2002,,,,Yes,,,,
NIC,2003,,,,Yes,,,,
NIC,2004,,,,Yes,,,,
NIC,2005,2598215,48.3,48.82218,Yes,"INIDE / EMNV 2001, 2005, 2009, 2014, and 2016",,,
NIC,2006,,,,Yes,,,,
NIC,2007,,,,Yes,,,,
NIC,2008,,,,Yes,,,,
NIC,2009,2408297,42.5,43.94216,Yes,"INIDE / EMNV 2001, 2005, 2009, 2014, and 2016",,,
NIC,2010,,,,,,,,
NIC,2011,,,,Yes,,,,
NIC,2012,,,,Yes,,,,
NIC,2013,,,,Yes,,,,
NIC,2014,1780143,29.6,46.15629,Yes,"INIDE / EMNV 2001, 2005, 2009, 2014, and 2016",,,
NIC,2015,,,,Yes,,,,
NIC,2016,1531332,24.9,,,"INIDE / EMNV 2001, 2005, 2009, 2014, and 2016",,,
NIC,2017,,,,,,,,
NIC,2018,,,,,,,,
NIC,2019,,,,,,,,
NIC,2020,,,,,,,,
NIC,2021,,,,,,,,
NIC,2022,,,,,,,,
NIC,2023,,,,,,,,
NIC,2024,,,,,,,,
NPL,2000,,,,,,,,
NPL,2001,,,,,,,,
NPL,2002,,,,,,,,
NPL,2003,,,,,,,,
NPL,2004,,,,,,,,
NPL,2005,,,,,,,,
NPL,2006,,,,,,,,
NPL,2007,,,,,,,,
NPL,2008,,,,,,,,
NPL,2009,,,,,,,,
NPL,2010,6809040,25.2,32.84059,No,,,,
NPL,2011,,,,,,,,
NPL,2012,,,,,,,,
NPL,2013,,,,,,,,
NPL,2014,,,,,,,,
NPL,2015,,,,,,,,
NPL,2016,,,,,,,,
NPL,2017,,,,,,,,
NPL,2018,,,,,,,,
NPL,2019,,,,,,,,
NPL,2020,,,,,,,,
NPL,2021,,,,,,,,
NPL,2022,5911660,20.27,30.02,No,,,Kelly Yelitza Montoya Munoz,3/25/2025 16:52
NPL,2023,,,,,,,Kelly Yelitza Montoya Munoz,3/25/2025 16:52
NPL,2024,,,,,,,Kelly Yelitza Montoya Munoz,3/25/2025 16:51
PAK,2000,,,,,,,,
PAK,2001,93864112,64.3,30.36714,No,,,,
PAK,2002,,,,,,,,
PAK,2003,,,,,,,,
PAK,2004,80995648,51.7,32.50978,Yes,,,,
PAK,2005,80793216,50.4,32.7234,Yes,,,,
PAK,2006,,,,,,,,
PAK,2007,74003376,44.1,31.62473,Yes,,,,
PAK,2008,,,,,,,,
PAK,2009,,,,,,,,
PAK,2010,66028268,36.8,29.80492,Yes,,,,
PAK,2011,66552480,36.3,30.93397,Yes,,,,
PAK,2012,,,,,,,,
PAK,2013,56421936,29.5,30.68979,Yes,,,,
PAK,2014,,,,,,,,
PAK,2015,48460752,24.3,33.45022,Yes,,,,
PAK,2016,,,,,,,,
PAK,2017,,,,,,,,
PAK,2018,46456772,21.89,28.426,Yes,,,Kelly Yelitza Montoya Munoz,3/25/2025 16:07
PAK,2019,,,,,,,,
PAK,2020,,,,,,,,
PAK,2021,,,,,,,,
PAK,2022,,,,,,,,
PAK,2023,,,,,,,,
PAK,2024,,,,,,,,
PAN,2000,1148502,37.9,,,Minstry of Economics and Finance,,,
PAN,2001,,,,,,,,
PAN,2002,,,,,,,,
PAN,2003,,,,,,,,
PAN,2004,,,,,,,,
PAN,2005,1218950,36.6,,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2006,1299100,38.3,,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2007,1260640,36.5,,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2008,1188499,33.8,52.69338,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2009,1195515,33.4,51.77117,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2010,1085680,29.8,51.60976,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2011,1023348,27.6,51.34831,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2012,999829,26.5,51.73996,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2013,990323,25.8,51.4572,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2014,999420,25.6,50.46687,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2015,912927,23,50.80666,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2016,891540,22.1,50.40773,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,Francisco Javier Romero Haaker,3/12/2025 2:00
PAN,2017,848408,20.7,49.8885,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,,
PAN,2018,911599,21.4,49.21247439,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,Francisco Javier Romero Haaker,3/12/2025 1:56
PAN,2019,917069,21.5,47,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,Francisco Javier Romero Haaker,3/12/2025 2:00
PAN,2020,,,,,,,Francisco Javier Romero Haaker,3/12/2025 2:00
PAN,2021,969729,21.8,48,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate. ,,Francisco Javier Romero Haaker,3/12/2025 2:00
PAN,2022,,22.2,46,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.  ,,Francisco Javier Romero Haaker,3/12/2025 2:00
PAN,2023,,21.7,46,Yes,Ministerio de Economía y Finanzas. Poverty line is absolute. Government estimate.,,Francisco Javier Romero Haaker,3/12/2025 2:01
PAN,2024,,,,,,,,
PER,2000,,,,,,,,
PER,2001,,,,,,,,
PER,2002,,,,,,,,
PER,2003,,,,,,,,
PER,2004,16009365,58.7,49.2,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2005,15351388,55.6,50.7,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2006,13751372,49.2,49.5,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2007,11996115,42.4,50,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2008,10683459,37.3,47.6,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2009,9715505,33.5,47.3,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2010,9047083,30.8,45.7,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2011,8273277,27.8,44.9,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2012,7781013,25.8,44.64028,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2013,7305206,23.9,44.09112,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,,,
PER,2014,7030951,22.7,43.57367,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:48
PER,2015,6840114,21.8,43.50259,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:48
PER,2016,6577185,20.7,43.67037,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:48
PER,2017,6979910,21.7,43.31723,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:48
PER,2018,6638577,20.5,42.3821,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:48
PER,2019,6600659,20.2,41.55377,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:49
PER,2020,10000001,30.1,44.9,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:48
PER,2021,8556144,25.9,40.4,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:48
PER,2022,9184000,27.5,40.7,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:48
PER,2023,9780000,29,40.7,Yes,INEI. Encuesta Nacional de Hogares; Moderate Poverty Line (individuals); Estimates based on new methodology since 2004; Not comparable with prior series (www.inei.gob.pe). Poverty line is absolute. Government estimate.,cdn.www.gob.pe/uploads/document/file/6469130/5558432-peru-evolucion-de-la-pobreza-monetaria-2014-2023.pdf?v=1718204242,Renato Juan Trujillo Galindo,25 marzo 2025 11:50
PER,2024,,,,,,,,
PHL,2000,,,,,,,,
PHL,2001,,,,,,,,
PHL,2002,,,,,,,,
PHL,2003,,,,,,,Liliana Do Couto Sousa,3/25/2025 9:49
PHL,2004,,,,,,,,
PHL,2005,,,,,,,,
PHL,2006,23357304,26.6,47.19773,Yes,WDI,,,
PHL,2007,,,,,,,,
PHL,2008,,,,,,,,
PHL,2009,24254092,26.3,46.30939,Yes,WDI,,,
PHL,2010,,,,,,,,
PHL,2011,,,,,,,,
PHL,2012,24410394,25.2,46.4929,Yes,WDI,,,
PHL,2013,,,,,,,,
PHL,2014,,,,,,,,
PHL,2015,23695842,23.5,44.351,Yes,WDI,,,
PHL,2016,,,,,,,,
PHL,2017,,,,,,,,
PHL,2018,,16.7,42.3,Yes,WDI,,,
PHL,2019,,,,,,,,
PHL,2020,,,,,,,,
PHL,2021,19900000,18.1,40.7,Yes,Philippine Statistics Authority,,,
PHL,2022,,,,,,,,
PHL,2023,17538900,15.5,39.09,Yes,Philippine Statistics Authority,,Liliana Do Couto Sousa,9/9/2024 15:57
PHL,2024,,,,,,,,
PNG,2000,,,,,,,,
PNG,2001,,,,,,,,
PNG,2002,,,,,,,,
PNG,2003,,,,,,,,
PNG,2004,,,,,,,,
PNG,2005,,,,,,,,
PNG,2006,,,,,,,,
PNG,2007,,,,,,,,
PNG,2008,,,,,,,,
PNG,2009,2772031,39.9,,,WDI,,Danielle Victoria Aron,3/26/2025 14:28
PNG,2010,,,,,,,,
PNG,2011,,,,,,,,
PNG,2012,,,,,,,,
PNG,2013,,,,,,,,
PNG,2014,,,,,,,,
PNG,2015,,,,,,,,
PNG,2016,,,,,,,,
PNG,2017,,,,,,,,
PNG,2018,,,,,,,,
PNG,2019,,,,,,,,
PNG,2020,,,,,,,,
PNG,2021,,,,,,,,
PNG,2022,,,,,,,,
PNG,2023,,,,,,,,
PNG,2024,,,,,,,,
POL,2000,,,,,,,,
POL,2001,,,,,,,,
POL,2002,,,,,,,,
POL,2003,,,,,,,,
POL,2004,,,34.446,,,,,
POL,2005,,,34.507,,,,,
POL,2006,,,34.035,,,,,
POL,2007,,,33.966,,,,,
POL,2008,6708353,17.6,33.85,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2009,6597507,17.3,33.55049207,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2010,6615979,17.4,34.23678769,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2011,6432599,16.9,33.76,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2012,6204398,16.3,33.8,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2013,6166131,16.2,33.76,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2014,6158893,16.2,32.6,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2015,5890870,15.5,32.21,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2016,5277442,13.9,30.44253485,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2017,3748377,13.4,29.78,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2018,5392690,14.2,29.9,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2019,4936466,13,30.1,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2020,4479060,11.8,31.3,No,Population data: Eurostat; Poverty and Gini: Statistics Poland,,,
POL,2021,4616480,12.1,31.9,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,Reena C Badiani-Magnusson,9/14/2024 9:58
POL,2022,4443201,11.7,31.4,Yes,Population data: Eurostat; Poverty and Gini: Statistics Poland,,Reena C Badiani-Magnusson,9/14/2024 9:58
POL,2023,4475857,12.2,31.4,Yes,Population data: Eurostat,,Reena C Badiani-Magnusson,3/26/2025 20:48
POL,2024,,,,,Population data: Eurostat,,Reena C Badiani-Magnusson,3/26/2025 20:48
PRY,2000,,,,,,,,
PRY,2001,,,54.75742817,,,,,
PRY,2002,3179570,57.72,57.33153224,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2003,2884169,51.43,55.07515669,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2004,2782284,48.78,52.40107179,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2005,2599859,44.86,51.50905252,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2006,2873746,48.85,53.13692689,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2007,2704460,45.33,52.95812488,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2008,2611750,43.19,50.81498027,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2009,2549793,41.61,49.26810861,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2010,2419368,38.96,51.10670328,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2011,2330588,37.03,52.43673325,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2012,2001161,31.37,47.72906601,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2013,1810407,28,48.23915064,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2014,1780992,27.18,51.10784769,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2015,1764678,26.58,47.81344533,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2016,1940924,28.86,48.24475348,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2017,1798182,26.4,48.79935193,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2018,1680794,24.2,46.11169089,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2019,1656783,23.51,45.83663,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2020,1924412,26.9,43.7,Yes,https://www.ine.gov.py/publication-single.php?codec=MTEx,,,
PRY,2021,1977967,26.9,43.1084,Yes,,,,
PRY,2022,1488236,25.5,44.8,No,INE. Encuesta Permanente de Hogares Continua; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.,www.ine.gov.py/Publicaciones/Biblioteca/documento/246/Pobreza%20Monetaria_%20EPHC%202023_INE..pdf,Renato Juan Trujillo Galindo,25 marzo 2025 12:23
PRY,2023,1330892,22.7,44.4,Yes,INE. Encuesta Permanente de Hogares Continua; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.,www.ine.gov.py/Publicaciones/Biblioteca/documento/246/Pobreza%20Monetaria_%20EPHC%202023_INE..pdf,Eliana Carolina Rubiano Matulevich,4/10/2025 9:02
PRY,2024,1189945,20.1,,Yes,INE. Encuesta Permanente de ,www.ine.gov.py/Publicaciones/Biblioteca/documento/271/Pobreza%20Monetaria_%20EPHC%202024_INE.pdf,Eliana Carolina Rubiano Matulevich,4/10/2025 9:05
PSE,2000,,,,,,,,
PSE,2001,,,,,,,,
PSE,2002,,,,,,,,
PSE,2003,,,,,,,,
PSE,2004,838286,25.9,34.04466,Yes,Palestinian Central Bureau of Statistics,,,
PSE,2005,806856,24.3,34.74262,Yes,Palestinian Central Bureau of Statistics,,,
PSE,2006,817520,24,33.95928,Yes,Palestinian Central Bureau of Statistics,,,
PSE,2007,1090283,31.2,35.60608,Yes,Palestinian Central Bureau of Statistics,,,
PSE,2008,,,,,,,,
PSE,2009,836701,22.6,34.35618,Yes,Palestinian Central Bureau of Statistics,,,
PSE,2010,979453,25.7,35.29443,No,Palestinian Central Bureau of Statistics,,,
PSE,2011,1013179,25.8,34.41524,Yes,Palestinian Central Bureau of Statistics,,,
PSE,2012,,,,,,,,
PSE,2013,,,,,,,,
PSE,2014,,,,,,,,
PSE,2015,,,,,,,,
PSE,2016,1329057,29.2,33.69004,Yes,Palestinian Central Bureau of Statistics,,,
PSE,2017,,,,,,,,
PSE,2018,,,,,,,,
PSE,2019,,,,,,,,
PSE,2020,,,,,,,,
PSE,2021,,,,,,,,
PSE,2022,,,,,,,,
PSE,2023,,,,,,,,
PSE,2024,,,,,,,,
ROU,2000,,17,,,EUROSTAT,,,
ROU,2001,,18,,Yes,EUROSTAT,,,
ROU,2002,,,,,,,,
ROU,2003,,,,,,,,
ROU,2004,,,,,,,,
ROU,2005,,,,,,,,
ROU,2006,5213665,24.6,38.3,No,EUROSTAT,,,
ROU,2007,4928384,23.6,35.9,Yes,EUROSTAT,,,
ROU,2008,4538870,22.1,34.5,Yes,EUROSTAT,,,
ROU,2009,4399377,21.6,33.5,Yes,EUROSTAT,,,
ROU,2010,4515052,22.3,33.5,Yes,EUROSTAT,,,
ROU,2011,4613784,22.9,34,Yes,EUROSTAT,,,
ROU,2012,4613348,23,34.6,Yes,EUROSTAT,,,
ROU,2013,5015907,25.1,35,Yes,EUROSTAT,,,
ROU,2014,5056881,25.4,37.4,Yes,EUROSTAT,,,
ROU,2015,5013317,25.3,34.7,Yes,EUROSTAT,,,
ROU,2016,4649750,23.6,33.1,Yes,EUROSTAT,,,
ROU,2017,4603060,23.5,35.1,Yes,EUROSTAT,,,
ROU,2018,4648968,23.8,34.8,Yes,EUROSTAT,,,
ROU,2019,4542983,23.4,33.8,Yes,EUROSTAT,,,
ROU,2020,4347864,22.5,34.3,Yes,EUROSTAT,,,
ROU,2021,4039409,21.2,32,Yes,EUROSTAT,,,
ROU,2022,3970000,21.1,31,Yes,EUROSTAT,,Monica Robayo,3/18/2025 15:00
ROU,2023,,,,,,,,
ROU,2024,,,,,,,,
RWA,2000,4727139,58.9,50.7,,EICV 1 survey (National Institute of Statistics Rwanda),,,
